,11: left_shoulder_x,11: left_shoulder_y,11: left_shoulder_z,12: right_shoulder_x,12: right_shoulder_y,12: right_shoulder_z,13: left_elbow_x,13: left_elbow_y,13: left_elbow_z,14: right_elbow_x,14: right_elbow_y,14: right_elbow_z,15: left_wrist_x,15: left_wrist_y,15: left_wrist_z,16: right_wrist_x,16: right_wrist_y,16: right_wrist_z,23: left_hip_x,23: left_hip_y,23: left_hip_z,24: right_hip_x,24: right_hip_y,24: right_hip_z,25: left_knee_x,25: left_knee_y,25: left_knee_z,26: right_knee_x,26: right_knee_y,26: right_knee_z,27: left_ankle_x,27: left_ankle_y,27: left_ankle_z,28: right_ankle_x,28: right_ankle_y,28: right_ankle_z,31: left_foot_index_x,31: left_foot_index_y,31: left_foot_index_z,32: right_foot_index_x,32: right_foot_index_y,32: right_foot_index_z,Image Path,Label
0,0.43160480260849,0.5416163206100464,-0.4170801043510437,0.4217575490474701,0.5303931832313538,0.25175711512565613,0.2969321310520172,0.7130058407783508,-0.6750524044036865,0.3014482855796814,0.6856638193130493,0.2902742922306061,0.15972593426704407,0.8310933113098145,-0.6698498129844666,0.17460691928863525,0.797116756439209,-0.015468009747564793,0.630994975566864,0.15477460622787476,-0.23903033137321472,0.6244556903839111,0.16051636636257172,0.23867805302143097,0.7796958088874817,0.48307377099990845,-0.08925559371709824,0.776976466178894,0.47556185722351074,0.2808094322681427,0.9050591588020325,0.7923025488853455,-0.0015506643103435636,0.8846138715744019,0.7744548916816711,0.4646284282207489,0.8132793307304382,0.8535085320472717,-0.22157639265060425,0.8017469644546509,0.8410218358039856,0.3382363021373749,/home/anindya/Documents/MachineLearning/YogaGNN/DATASET/TRAIN/downdog/00000128.jpg,0
1,0.4054446220397949,0.5755329132080078,-0.41499781608581543,0.3992406129837036,0.5460731983184814,0.29945576190948486,0.29628786444664,0.7514961957931519,-0.6280148029327393,0.3047524392604828,0.7294961214065552,0.33269596099853516,0.1620115339756012,0.8792957663536072,-0.5819826722145081,0.19421204924583435,0.8597555160522461,0.04292592778801918,0.6242668032646179,0.23190543055534363,-0.24885258078575134,0.6147706508636475,0.22247526049613953,0.24859239161014557,0.7424725294113159,0.5257935523986816,-0.15212176740169525,0.7489214539527893,0.5094202160835266,0.28598982095718384,0.8720219731330872,0.8140916228294373,-0.049414992332458496,0.8629871010780334,0.7981709241867065,0.45079582929611206,0.7742821574211121,0.8903715014457703,-0.24966077506542206,0.7724696397781372,0.8797609806060791,0.3257639706134796,/home/anindya/Documents/MachineLearning/YogaGNN/DATASET/TRAIN/downdog/00000129.jpg,0
2,0.3820551931858063,0.5207369327545166,-0.404055118560791,0.38190892338752747,0.5066792368888855,0.2518971860408783,0.26000624895095825,0.6856645941734314,-0.692205548286438,0.277404248714447,0.6509328484535217,0.3085137903690338,0.13253962993621826,0.8438732028007507,-0.7420042753219604,0.1692802906036377,0.7724917531013489,-0.002150757471099496,0.6707759499549866,0.21244847774505615,-0.2249404937028885,0.6589614748954773,0.20554223656654358,0.2245025336742401,0.7095572352409363,0.5640041828155518,-0.1467324197292328,0.7057995200157166,0.5494605302810669,0.3230438530445099,0.9167302250862122,0.7607256174087524,0.007161232642829418,0.8850007057189941,0.7289842367172241,0.5232945680618286,0.837035059928894,0.8485114574432373,-0.16376592218875885,0.8184813261032104,0.8092082738876343,0.41721922159194946,/home/anindya/Documents/MachineLearning/YogaGNN/DATASET/TRAIN/downdog/00000130.jpg,0
3,0.5581082105636597,0.45729687809944153,-0.4254821240901947,0.4854608178138733,0.42093169689178467,-0.1254376918077469,0.448356032371521,0.6607911586761475,-0.5421015024185181,0.3628598153591156,0.5870130062103271,-0.16840706765651703,0.3113263249397278,0.8415395021438599,-0.6346309781074524,0.22706639766693115,0.6954466104507446,-0.3782525062561035,0.7252742052078247,0.10723293572664261,-0.12847134470939636,0.6604924201965332,0.12081687152385712,0.1279316544532776,0.8141412734985352,0.3996855914592743,-0.004712736699730158,0.7259680032730103,0.3766816258430481,0.25645753741264343,0.8712480068206787,0.6496759653091431,0.224954292178154,0.8151441812515259,0.615633487701416,0.4239175617694855,0.8226134181022644,0.7157379388809204,0.08941498398780823,0.7773157358169556,0.7033644914627075,0.31618532538414,/home/anindya/Documents/MachineLearning/YogaGNN/DATASET/TRAIN/downdog/00000131.jpg,0
4,0.6211512684822083,0.5305428504943848,0.15068984031677246,0.6179619431495667,0.5319337844848633,-0.20636877417564392,0.6872701048851013,0.7084223628044128,0.1992097944021225,0.6888212561607361,0.7294449806213379,-0.4162798523902893,0.7607932686805725,0.8594505786895752,0.0019388885702937841,0.7726445198059082,0.9010646343231201,-0.41792526841163635,0.4522310197353363,0.21336843073368073,0.12415040284395218,0.446685254573822,0.20648744702339172,-0.12454913556575775,0.3824106752872467,0.5716657638549805,0.17176155745983124,0.3768408000469208,0.5692198872566223,-0.0980244055390358,0.31305837631225586,0.8544111251831055,0.2697286307811737,0.3098021149635315,0.8680316805839539,-0.012704243883490562,0.38376396894454956,0.9163326621055603,0.15895423293113708,0.3787074387073517,0.9243552088737488,-0.13827113807201385,/home/anindya/Documents/MachineLearning/YogaGNN/DATASET/TRAIN/downdog/00000132.png,0
5,0.4404129385948181,0.6894130110740662,-0.18512576818466187,0.44163742661476135,0.6812530755996704,0.11939571052789688,0.38810405135154724,0.8108924031257629,-0.32486647367477417,0.39205795526504517,0.790962278842926,0.11835116147994995,0.3196409344673157,0.894805371761322,-0.3320440948009491,0.33496540784835815,0.8746670484542847,-0.046385910362005234,0.5524897575378418,0.4339553117752075,-0.10770989954471588,0.5514639019966125,0.43493735790252686,0.10751555860042572,0.6327581405639648,0.6325621604919434,-0.04799170419573784,0.6324778199195862,0.6297784447669983,0.10640969127416611,0.7041115164756775,0.8312320113182068,-0.0037062850315123796,0.6917466521263123,0.8123717308044434,0.17813053727149963,0.6548837423324585,0.9024101495742798,-0.10900594294071198,0.6504711508750916,0.8874837160110474,0.10479805618524551,/home/anindya/Documents/MachineLearning/YogaGNN/DATASET/TRAIN/downdog/00000133.jpg,0
6,0.3374285101890564,0.4951304793357849,-0.2898731529712677,0.3444199860095978,0.49567297101020813,0.14879651367664337,0.23296725749969482,0.6386343240737915,-0.4897828698158264,0.2490186244249344,0.6199319362640381,0.17748688161373138,0.1128886342048645,0.7298190593719482,-0.5112951993942261,0.15024402737617493,0.695383608341217,-0.057173993438482285,0.5550565719604492,0.2315664440393448,-0.15414929389953613,0.5582776665687561,0.2520431578159332,0.15389113128185272,0.6966342329978943,0.45653730630874634,-0.08186008781194687,0.6927696466445923,0.4607977569103241,0.20653633773326874,0.8257643580436707,0.6697428822517395,0.008112985640764236,0.7953341007232666,0.6476935148239136,0.33063527941703796,0.7748294472694397,0.756763756275177,-0.12529651820659637,0.7504527568817139,0.7270873188972473,0.23657594621181488,/home/anindya/Documents/MachineLearning/YogaGNN/DATASET/TRAIN/downdog/00000134.jpg,0
7,0.6372989416122437,0.303611695766449,-0.515993058681488,0.5518905520439148,0.2905929982662201,-0.5062505006790161,0.6937612295150757,0.4755605459213257,-0.47826069593429565,0.4830021560192108,0.4605664014816284,-0.5229817628860474,0.7426408529281616,0.6371534466743469,-0.4739430248737335,0.4013502895832062,0.6259841322898865,-0.6025539040565491,0.5248981714248657,0.43052926659584045,-0.016573384404182434,0.4665253162384033,0.42584657669067383,0.0160178542137146,0.6854676008224487,0.5377578139305115,-0.017154783010482788,0.3290420472621918,0.5787433385848999,0.13137584924697876,0.7624622583389282,0.6620380282402039,0.08987355977296829,0.20111101865768433,0.7171452641487122,0.28747498989105225,0.7188107371330261,0.7235249876976013,-0.022883599624037743,0.13064256310462952,0.7509809732437134,0.17503440380096436,/home/anindya/Documents/MachineLearning/YogaGNN/DATASET/TRAIN/downdog/00000135.jpg,0
8,0.40690651535987854,0.5014867782592773,-0.1574885994195938,0.42983245849609375,0.5350212454795837,0.1672527939081192,0.31575271487236023,0.6769423484802246,-0.27711454033851624,0.36296072602272034,0.6935945749282837,0.16690516471862793,0.20533467829227448,0.8167572617530823,-0.22345633804798126,0.25540846586227417,0.783576250076294,-0.028604693710803986,0.6291196942329407,0.19280439615249634,-0.11684417724609375,0.6334037780761719,0.22128477692604065,0.11655110120773315,0.7704333066940308,0.5033954381942749,-0.05569206178188324,0.7669495940208435,0.5039491057395935,0.08932454884052277,0.8887284398078918,0.769935131072998,-0.03485797345638275,0.8736416697502136,0.7614467144012451,0.1344308853149414,0.8142395615577698,0.8407756686210632,-0.12492925673723221,0.8026202321052551,0.8217634558677673,0.06773512065410614,/home/anindya/Documents/MachineLearning/YogaGNN/DATASET/TRAIN/downdog/00000137.jpg,0
9,0.3830360174179077,0.5607486963272095,-0.1667763888835907,0.3894171714782715,0.5613065958023071,0.19939957559108734,0.26854586601257324,0.7196518182754517,-0.3098808228969574,0.300539493560791,0.7179374694824219,0.19373133778572083,0.14439192414283752,0.8341348171234131,-0.29214704036712646,0.18536517024040222,0.8229035139083862,0.025653714314103127,0.588398814201355,0.21100619435310364,-0.13773439824581146,0.5832081437110901,0.21741467714309692,0.1373877227306366,0.7537721395492554,0.47040125727653503,-0.043252360075712204,0.7504737973213196,0.46046262979507446,0.11424866318702698,0.882194995880127,0.774540901184082,-0.00498214503750205,0.8762151598930359,0.7614632844924927,0.16171032190322876,0.7993481159210205,0.8591364622116089,-0.09250734001398087,0.7995935678482056,0.8494057059288025,0.09598478674888611,/home/anindya/Documents/MachineLearning/YogaGNN/DATASET/TRAIN/downdog/00000138.jpg,0
